"","date","hits","teams"
"4410",2020-05-01,"<1","Cleveland Indians"
"4411",2020-06-01,"1","Cleveland Indians"
"4412",2020-07-01,"1","Cleveland Indians"
"4413",2004-01-01,"1","Detroit Tigers"
"4414",2004-02-01,"2","Detroit Tigers"
"4415",2004-03-01,"2","Detroit Tigers"
"4416",2004-04-01,"3","Detroit Tigers"
"4417",2004-05-01,"2","Detroit Tigers"
"4418",2004-06-01,"2","Detroit Tigers"
"4419",2004-07-01,"2","Detroit Tigers"
"4420",2004-08-01,"1","Detroit Tigers"
"4421",2004-09-01,"1","Detroit Tigers"
"4422",2004-10-01,"1","Detroit Tigers"
"4423",2004-11-01,"1","Detroit Tigers"
"4424",2004-12-01,"1","Detroit Tigers"
"4425",2005-01-01,"1","Detroit Tigers"
"4426",2005-02-01,"1","Detroit Tigers"
"4427",2005-03-01,"2","Detroit Tigers"
"4428",2005-04-01,"2","Detroit Tigers"
"4429",2005-05-01,"2","Detroit Tigers"
"4430",2005-06-01,"2","Detroit Tigers"
"4431",2005-07-01,"2","Detroit Tigers"
"4432",2005-08-01,"1","Detroit Tigers"
"4433",2005-09-01,"1","Detroit Tigers"
"4434",2005-10-01,"1","Detroit Tigers"
"4435",2005-11-01,"1","Detroit Tigers"
"4436",2005-12-01,"1","Detroit Tigers"
"4437",2006-01-01,"1","Detroit Tigers"
"4438",2006-02-01,"1","Detroit Tigers"
"4439",2006-03-01,"2","Detroit Tigers"
"4440",2006-04-01,"3","Detroit Tigers"
"4441",2006-05-01,"3","Detroit Tigers"
"4442",2006-06-01,"3","Detroit Tigers"
"4443",2006-07-01,"3","Detroit Tigers"
"4444",2006-08-01,"3","Detroit Tigers"
"4445",2006-09-01,"4","Detroit Tigers"
"4446",2006-10-01,"10","Detroit Tigers"
"4447",2006-11-01,"1","Detroit Tigers"
"4448",2006-12-01,"1","Detroit Tigers"
"4449",2007-01-01,"1","Detroit Tigers"
"4450",2007-02-01,"1","Detroit Tigers"
"4451",2007-03-01,"2","Detroit Tigers"
"4452",2007-04-01,"3","Detroit Tigers"
"4453",2007-05-01,"3","Detroit Tigers"
"4454",2007-06-01,"3","Detroit Tigers"
"4455",2007-07-01,"3","Detroit Tigers"
"4456",2007-08-01,"3","Detroit Tigers"
"4457",2007-09-01,"2","Detroit Tigers"
"4458",2007-10-01,"1","Detroit Tigers"
"4459",2007-11-01,"1","Detroit Tigers"
"4460",2007-12-01,"2","Detroit Tigers"
"4461",2008-01-01,"1","Detroit Tigers"
"4462",2008-02-01,"2","Detroit Tigers"
"4463",2008-03-01,"3","Detroit Tigers"
"4464",2008-04-01,"4","Detroit Tigers"
"4465",2008-05-01,"3","Detroit Tigers"
"4466",2008-06-01,"3","Detroit Tigers"
"4467",2008-07-01,"2","Detroit Tigers"
"4468",2008-08-01,"2","Detroit Tigers"
"4469",2008-09-01,"1","Detroit Tigers"
"4470",2008-10-01,"1","Detroit Tigers"
"4471",2008-11-01,"1","Detroit Tigers"
"4472",2008-12-01,"1","Detroit Tigers"
"4473",2009-01-01,"1","Detroit Tigers"
"4474",2009-02-01,"1","Detroit Tigers"
"4475",2009-03-01,"2","Detroit Tigers"
"4476",2009-04-01,"3","Detroit Tigers"
"4477",2009-05-01,"2","Detroit Tigers"
"4478",2009-06-01,"2","Detroit Tigers"
"4479",2009-07-01,"2","Detroit Tigers"
"4480",2009-08-01,"3","Detroit Tigers"
"4481",2009-09-01,"3","Detroit Tigers"
"4482",2009-10-01,"3","Detroit Tigers"
"4483",2009-11-01,"1","Detroit Tigers"
"4484",2009-12-01,"1","Detroit Tigers"
"4485",2010-01-01,"1","Detroit Tigers"
"4486",2010-02-01,"1","Detroit Tigers"
"4487",2010-03-01,"2","Detroit Tigers"
"4488",2010-04-01,"3","Detroit Tigers"
"4489",2010-05-01,"3","Detroit Tigers"
"4490",2010-06-01,"3","Detroit Tigers"
"4491",2010-07-01,"3","Detroit Tigers"
"4492",2010-08-01,"2","Detroit Tigers"
"4493",2010-09-01,"1","Detroit Tigers"
"4494",2010-10-01,"1","Detroit Tigers"
"4495",2010-11-01,"1","Detroit Tigers"
"4496",2010-12-01,"1","Detroit Tigers"
"4497",2011-01-01,"1","Detroit Tigers"
"4498",2011-02-01,"1","Detroit Tigers"
"4499",2011-03-01,"2","Detroit Tigers"
"4500",2011-04-01,"3","Detroit Tigers"
"4501",2011-05-01,"3","Detroit Tigers"
"4502",2011-06-01,"3","Detroit Tigers"
"4503",2011-07-01,"3","Detroit Tigers"
"4504",2011-08-01,"4","Detroit Tigers"
"4505",2011-09-01,"5","Detroit Tigers"
"4506",2011-10-01,"11","Detroit Tigers"
"4507",2011-11-01,"1","Detroit Tigers"
"4508",2011-12-01,"1","Detroit Tigers"
"4509",2012-01-01,"2","Detroit Tigers"
"4510",2012-02-01,"1","Detroit Tigers"
"4511",2012-03-01,"2","Detroit Tigers"
"4512",2012-04-01,"6","Detroit Tigers"
"4513",2012-05-01,"4","Detroit Tigers"
"4514",2012-06-01,"4","Detroit Tigers"
"4515",2012-07-01,"4","Detroit Tigers"
"4516",2012-08-01,"4","Detroit Tigers"
"4517",2012-09-01,"5","Detroit Tigers"
"4518",2012-10-01,"14","Detroit Tigers"
"4519",2012-11-01,"1","Detroit Tigers"
"4520",2012-12-01,"1","Detroit Tigers"
"4521",2013-01-01,"1","Detroit Tigers"
"4522",2013-02-01,"1","Detroit Tigers"
"4523",2013-03-01,"2","Detroit Tigers"
"4524",2013-04-01,"5","Detroit Tigers"
"4525",2013-05-01,"5","Detroit Tigers"
"4526",2013-06-01,"4","Detroit Tigers"
"4527",2013-07-01,"4","Detroit Tigers"
"4528",2013-08-01,"6","Detroit Tigers"
"4529",2013-09-01,"4","Detroit Tigers"
"4530",2013-10-01,"12","Detroit Tigers"
"4531",2013-11-01,"2","Detroit Tigers"
"4532",2013-12-01,"2","Detroit Tigers"
"4533",2014-01-01,"1","Detroit Tigers"
"4534",2014-02-01,"1","Detroit Tigers"
"4535",2014-03-01,"3","Detroit Tigers"
"4536",2014-04-01,"5","Detroit Tigers"
"4537",2014-05-01,"5","Detroit Tigers"
"4538",2014-06-01,"5","Detroit Tigers"
"4539",2014-07-01,"5","Detroit Tigers"
"4540",2014-08-01,"6","Detroit Tigers"
"4541",2014-09-01,"7","Detroit Tigers"
"4542",2014-10-01,"3","Detroit Tigers"
"4543",2014-11-01,"1","Detroit Tigers"
"4544",2014-12-01,"1","Detroit Tigers"
"4545",2015-01-01,"1","Detroit Tigers"
"4546",2015-02-01,"1","Detroit Tigers"
"4547",2015-03-01,"2","Detroit Tigers"
"4548",2015-04-01,"7","Detroit Tigers"
"4549",2015-05-01,"5","Detroit Tigers"
"4550",2015-06-01,"5","Detroit Tigers"
"4551",2015-07-01,"5","Detroit Tigers"
"4552",2015-08-01,"4","Detroit Tigers"
"4553",2015-09-01,"3","Detroit Tigers"
"4554",2015-10-01,"1","Detroit Tigers"
"4555",2015-11-01,"1","Detroit Tigers"
"4556",2015-12-01,"1","Detroit Tigers"
"4557",2016-01-01,"1","Detroit Tigers"
"4558",2016-02-01,"1","Detroit Tigers"
"4559",2016-03-01,"2","Detroit Tigers"
"4560",2016-04-01,"6","Detroit Tigers"
"4561",2016-05-01,"5","Detroit Tigers"
"4562",2016-06-01,"6","Detroit Tigers"
"4563",2016-07-01,"6","Detroit Tigers"
"4564",2016-08-01,"6","Detroit Tigers"
"4565",2016-09-01,"6","Detroit Tigers"
"4566",2016-10-01,"2","Detroit Tigers"
"4567",2016-11-01,"1","Detroit Tigers"
"4568",2016-12-01,"1","Detroit Tigers"
"4569",2017-01-01,"1","Detroit Tigers"
"4570",2017-02-01,"1","Detroit Tigers"
"4571",2017-03-01,"2","Detroit Tigers"
"4572",2017-04-01,"6","Detroit Tigers"
"4573",2017-05-01,"5","Detroit Tigers"
"4574",2017-06-01,"5","Detroit Tigers"
"4575",2017-07-01,"5","Detroit Tigers"
"4576",2017-08-01,"5","Detroit Tigers"
"4577",2017-09-01,"3","Detroit Tigers"
"4578",2017-10-01,"1","Detroit Tigers"
"4579",2017-11-01,"1","Detroit Tigers"
"4580",2017-12-01,"1","Detroit Tigers"
"4581",2018-01-01,"1","Detroit Tigers"
"4582",2018-02-01,"1","Detroit Tigers"
"4583",2018-03-01,"3","Detroit Tigers"
"4584",2018-04-01,"4","Detroit Tigers"
"4585",2018-05-01,"4","Detroit Tigers"
"4586",2018-06-01,"4","Detroit Tigers"
"4587",2018-07-01,"3","Detroit Tigers"
"4588",2018-08-01,"3","Detroit Tigers"
"4589",2018-09-01,"3","Detroit Tigers"
"4590",2018-10-01,"1","Detroit Tigers"
"4591",2018-11-01,"1","Detroit Tigers"
"4592",2018-12-01,"1","Detroit Tigers"
"4593",2019-01-01,"1","Detroit Tigers"
"4594",2019-02-01,"1","Detroit Tigers"
"4595",2019-03-01,"2","Detroit Tigers"
"4596",2019-04-01,"4","Detroit Tigers"
"4597",2019-05-01,"3","Detroit Tigers"
"4598",2019-06-01,"3","Detroit Tigers"
"4599",2019-07-01,"3","Detroit Tigers"
"4600",2019-08-01,"3","Detroit Tigers"
"4601",2019-09-01,"2","Detroit Tigers"
"4602",2019-10-01,"1","Detroit Tigers"
"4603",2019-11-01,"1","Detroit Tigers"
"4604",2019-12-01,"1","Detroit Tigers"
"4605",2020-01-01,"1","Detroit Tigers"
"4606",2020-02-01,"1","Detroit Tigers"
"4607",2020-03-01,"1","Detroit Tigers"
"4608",2020-04-01,"1","Detroit Tigers"
"4609",2020-05-01,"1","Detroit Tigers"
"4610",2020-06-01,"1","Detroit Tigers"
"4611",2020-07-01,"1","Detroit Tigers"
"4612",2004-01-01,"<1","Kansas City Royals"
"4613",2004-02-01,"<1","Kansas City Royals"
"4614",2004-03-01,"1","Kansas City Royals"
"4615",2004-04-01,"1","Kansas City Royals"
"4616",2004-05-01,"1","Kansas City Royals"
"4617",2004-06-01,"1","Kansas City Royals"
"4618",2004-07-01,"1","Kansas City Royals"
"4619",2004-08-01,"1","Kansas City Royals"
"4620",2004-09-01,"<1","Kansas City Royals"
"4621",2004-10-01,"<1","Kansas City Royals"
"4622",2004-11-01,"<1","Kansas City Royals"
"4623",2004-12-01,"<1","Kansas City Royals"
"4624",2005-01-01,"<1","Kansas City Royals"
"4625",2005-02-01,"<1","Kansas City Royals"
"4626",2005-03-01,"1","Kansas City Royals"
"4627",2005-04-01,"1","Kansas City Royals"
"4628",2005-05-01,"1","Kansas City Royals"
"4629",2005-06-01,"1","Kansas City Royals"
"4630",2005-07-01,"1","Kansas City Royals"
"4631",2005-08-01,"1","Kansas City Royals"
"4632",2005-09-01,"<1","Kansas City Royals"
"4633",2005-10-01,"<1","Kansas City Royals"
"4634",2005-11-01,"<1","Kansas City Royals"
"4635",2005-12-01,"<1","Kansas City Royals"
"4636",2006-01-01,"<1","Kansas City Royals"
"4637",2006-02-01,"<1","Kansas City Royals"
"4638",2006-03-01,"1","Kansas City Royals"
"4639",2006-04-01,"1","Kansas City Royals"
"4640",2006-05-01,"1","Kansas City Royals"
"4641",2006-06-01,"1","Kansas City Royals"
"4642",2006-07-01,"1","Kansas City Royals"
"4643",2006-08-01,"1","Kansas City Royals"
"4644",2006-09-01,"1","Kansas City Royals"
"4645",2006-10-01,"<1","Kansas City Royals"
"4646",2006-11-01,"<1","Kansas City Royals"
"4647",2006-12-01,"<1","Kansas City Royals"
"4648",2007-01-01,"<1","Kansas City Royals"
"4649",2007-02-01,"<1","Kansas City Royals"
"4650",2007-03-01,"1","Kansas City Royals"
"4651",2007-04-01,"1","Kansas City Royals"
"4652",2007-05-01,"1","Kansas City Royals"
"4653",2007-06-01,"1","Kansas City Royals"
"4654",2007-07-01,"1","Kansas City Royals"
"4655",2007-08-01,"1","Kansas City Royals"
"4656",2007-09-01,"1","Kansas City Royals"
"4657",2007-10-01,"<1","Kansas City Royals"
"4658",2007-11-01,"<1","Kansas City Royals"
"4659",2007-12-01,"<1","Kansas City Royals"
"4660",2008-01-01,"<1","Kansas City Royals"
"4661",2008-02-01,"<1","Kansas City Royals"
"4662",2008-03-01,"1","Kansas City Royals"
"4663",2008-04-01,"2","Kansas City Royals"
"4664",2008-05-01,"1","Kansas City Royals"
"4665",2008-06-01,"1","Kansas City Royals"
"4666",2008-07-01,"1","Kansas City Royals"
"4667",2008-08-01,"1","Kansas City Royals"
"4668",2008-09-01,"1","Kansas City Royals"
"4669",2008-10-01,"<1","Kansas City Royals"
"4670",2008-11-01,"<1","Kansas City Royals"
"4671",2008-12-01,"<1","Kansas City Royals"
"4672",2009-01-01,"<1","Kansas City Royals"
"4673",2009-02-01,"<1","Kansas City Royals"
"4674",2009-03-01,"1","Kansas City Royals"
"4675",2009-04-01,"2","Kansas City Royals"
"4676",2009-05-01,"2","Kansas City Royals"
"4677",2009-06-01,"1","Kansas City Royals"
"4678",2009-07-01,"1","Kansas City Royals"
"4679",2009-08-01,"1","Kansas City Royals"
"4680",2009-09-01,"1","Kansas City Royals"
"4681",2009-10-01,"<1","Kansas City Royals"
"4682",2009-11-01,"<1","Kansas City Royals"
"4683",2009-12-01,"<1","Kansas City Royals"
"4684",2010-01-01,"<1","Kansas City Royals"
"4685",2010-02-01,"<1","Kansas City Royals"
"4686",2010-03-01,"1","Kansas City Royals"
"4687",2010-04-01,"1","Kansas City Royals"
"4688",2010-05-01,"1","Kansas City Royals"
"4689",2010-06-01,"1","Kansas City Royals"
"4690",2010-07-01,"1","Kansas City Royals"
"4691",2010-08-01,"1","Kansas City Royals"
"4692",2010-09-01,"1","Kansas City Royals"
"4693",2010-10-01,"<1","Kansas City Royals"
"4694",2010-11-01,"<1","Kansas City Royals"
"4695",2010-12-01,"<1","Kansas City Royals"
"4696",2011-01-01,"<1","Kansas City Royals"
"4697",2011-02-01,"<1","Kansas City Royals"
"4698",2011-03-01,"1","Kansas City Royals"
"4699",2011-04-01,"2","Kansas City Royals"
"4700",2011-05-01,"2","Kansas City Royals"
"4701",2011-06-01,"1","Kansas City Royals"
"4702",2011-07-01,"1","Kansas City Royals"
"4703",2011-08-01,"1","Kansas City Royals"
"4704",2011-09-01,"1","Kansas City Royals"
"4705",2011-10-01,"<1","Kansas City Royals"
"4706",2011-11-01,"<1","Kansas City Royals"
"4707",2011-12-01,"<1","Kansas City Royals"
"4708",2012-01-01,"<1","Kansas City Royals"
"4709",2012-02-01,"<1","Kansas City Royals"
"4710",2012-03-01,"1","Kansas City Royals"
"4711",2012-04-01,"2","Kansas City Royals"
"4712",2012-05-01,"2","Kansas City Royals"
"4713",2012-06-01,"2","Kansas City Royals"
"4714",2012-07-01,"2","Kansas City Royals"
"4715",2012-08-01,"1","Kansas City Royals"
"4716",2012-09-01,"1","Kansas City Royals"
"4717",2012-10-01,"<1","Kansas City Royals"
"4718",2012-11-01,"<1","Kansas City Royals"
"4719",2012-12-01,"1","Kansas City Royals"
"4720",2013-01-01,"<1","Kansas City Royals"
"4721",2013-02-01,"<1","Kansas City Royals"
"4722",2013-03-01,"1","Kansas City Royals"
"4723",2013-04-01,"2","Kansas City Royals"
"4724",2013-05-01,"2","Kansas City Royals"
"4725",2013-06-01,"2","Kansas City Royals"
"4726",2013-07-01,"2","Kansas City Royals"
"4727",2013-08-01,"3","Kansas City Royals"
"4728",2013-09-01,"3","Kansas City Royals"
"4729",2013-10-01,"1","Kansas City Royals"
"4730",2013-11-01,"1","Kansas City Royals"
"4731",2013-12-01,"1","Kansas City Royals"
"4732",2014-01-01,"1","Kansas City Royals"
"4733",2014-02-01,"1","Kansas City Royals"
"4734",2014-03-01,"1","Kansas City Royals"
"4735",2014-04-01,"2","Kansas City Royals"
"4736",2014-05-01,"2","Kansas City Royals"
"4737",2014-06-01,"3","Kansas City Royals"
"4738",2014-07-01,"2","Kansas City Royals"
"4739",2014-08-01,"4","Kansas City Royals"
"4740",2014-09-01,"5","Kansas City Royals"
"4741",2014-10-01,"25","Kansas City Royals"
"4742",2014-11-01,"1","Kansas City Royals"
"4743",2014-12-01,"1","Kansas City Royals"
"4744",2015-01-01,"1","Kansas City Royals"
"4745",2015-02-01,"1","Kansas City Royals"
"4746",2015-03-01,"1","Kansas City Royals"
"4747",2015-04-01,"7","Kansas City Royals"
"4748",2015-05-01,"6","Kansas City Royals"
"4749",2015-06-01,"5","Kansas City Royals"
"4750",2015-07-01,"6","Kansas City Royals"
"4751",2015-08-01,"6","Kansas City Royals"
"4752",2015-09-01,"5","Kansas City Royals"
"4753",2015-10-01,"24","Kansas City Royals"
"4754",2015-11-01,"8","Kansas City Royals"
"4755",2015-12-01,"1","Kansas City Royals"
"4756",2016-01-01,"1","Kansas City Royals"
"4757",2016-02-01,"1","Kansas City Royals"
"4758",2016-03-01,"2","Kansas City Royals"
"4759",2016-04-01,"7","Kansas City Royals"
"4760",2016-05-01,"6","Kansas City Royals"
"4761",2016-06-01,"6","Kansas City Royals"
"4762",2016-07-01,"5","Kansas City Royals"
"4763",2016-08-01,"5","Kansas City Royals"
"4764",2016-09-01,"4","Kansas City Royals"
"4765",2016-10-01,"1","Kansas City Royals"
"4766",2016-11-01,"1","Kansas City Royals"
"4767",2016-12-01,"1","Kansas City Royals"
"4768",2017-01-01,"1","Kansas City Royals"
"4769",2017-02-01,"1","Kansas City Royals"
"4770",2017-03-01,"1","Kansas City Royals"
"4771",2017-04-01,"4","Kansas City Royals"
"4772",2017-05-01,"4","Kansas City Royals"
"4773",2017-06-01,"5","Kansas City Royals"
"4774",2017-07-01,"6","Kansas City Royals"
"4775",2017-08-01,"5","Kansas City Royals"
"4776",2017-09-01,"3","Kansas City Royals"
"4777",2017-10-01,"1","Kansas City Royals"
"4778",2017-11-01,"1","Kansas City Royals"
"4779",2017-12-01,"1","Kansas City Royals"
"4780",2018-01-01,"1","Kansas City Royals"
"4781",2018-02-01,"1","Kansas City Royals"
"4782",2018-03-01,"2","Kansas City Royals"
"4783",2018-04-01,"3","Kansas City Royals"
"4784",2018-05-01,"3","Kansas City Royals"
"4785",2018-06-01,"3","Kansas City Royals"
"4786",2018-07-01,"2","Kansas City Royals"
"4787",2018-08-01,"2","Kansas City Royals"
"4788",2018-09-01,"2","Kansas City Royals"
"4789",2018-10-01,"1","Kansas City Royals"
"4790",2018-11-01,"<1","Kansas City Royals"
"4791",2018-12-01,"1","Kansas City Royals"
"4792",2019-01-01,"1","Kansas City Royals"
"4793",2019-02-01,"1","Kansas City Royals"
"4794",2019-03-01,"2","Kansas City Royals"
"4795",2019-04-01,"3","Kansas City Royals"
"4796",2019-05-01,"3","Kansas City Royals"
"4797",2019-06-01,"3","Kansas City Royals"
"4798",2019-07-01,"3","Kansas City Royals"
"4799",2019-08-01,"2","Kansas City Royals"
"4800",2019-09-01,"2","Kansas City Royals"
"4801",2019-10-01,"1","Kansas City Royals"
"4802",2019-11-01,"<1","Kansas City Royals"
"4803",2019-12-01,"<1","Kansas City Royals"
"4804",2020-01-01,"1","Kansas City Royals"
"4805",2020-02-01,"1","Kansas City Royals"
"4806",2020-03-01,"1","Kansas City Royals"
"4807",2020-04-01,"<1","Kansas City Royals"
"4808",2020-05-01,"<1","Kansas City Royals"
"4809",2020-06-01,"<1","Kansas City Royals"
"4810",2020-07-01,"<1","Kansas City Royals"
"4811",2004-01-01,"1","Minnesota Twins"
"4812",2004-02-01,"1","Minnesota Twins"
"4813",2004-03-01,"1","Minnesota Twins"
"4814",2004-04-01,"2","Minnesota Twins"
"4815",2004-05-01,"2","Minnesota Twins"
"4816",2004-06-01,"2","Minnesota Twins"
"4817",2004-07-01,"2","Minnesota Twins"
"4818",2004-08-01,"2","Minnesota Twins"
"4819",2004-09-01,"2","Minnesota Twins"
"4820",2004-10-01,"2","Minnesota Twins"
"4821",2004-11-01,"1","Minnesota Twins"
"4822",2004-12-01,"1","Minnesota Twins"
"4823",2005-01-01,"1","Minnesota Twins"
"4824",2005-02-01,"1","Minnesota Twins"
"4825",2005-03-01,"1","Minnesota Twins"
"4826",2005-04-01,"2","Minnesota Twins"
"4827",2005-05-01,"2","Minnesota Twins"
"4828",2005-06-01,"2","Minnesota Twins"
"4829",2005-07-01,"2","Minnesota Twins"
"4830",2005-08-01,"2","Minnesota Twins"
"4831",2005-09-01,"1","Minnesota Twins"
"4832",2005-10-01,"1","Minnesota Twins"
"4833",2005-11-01,"1","Minnesota Twins"
"4834",2005-12-01,"1","Minnesota Twins"
"4835",2006-01-01,"1","Minnesota Twins"
"4836",2006-02-01,"1","Minnesota Twins"
"4837",2006-03-01,"1","Minnesota Twins"
"4838",2006-04-01,"2","Minnesota Twins"
"4839",2006-05-01,"2","Minnesota Twins"
"4840",2006-06-01,"2","Minnesota Twins"
"4841",2006-07-01,"3","Minnesota Twins"
"4842",2006-08-01,"3","Minnesota Twins"
"4843",2006-09-01,"4","Minnesota Twins"
"4844",2006-10-01,"3","Minnesota Twins"
"4845",2006-11-01,"1","Minnesota Twins"
"4846",2006-12-01,"1","Minnesota Twins"
"4847",2007-01-01,"1","Minnesota Twins"
"4848",2007-02-01,"1","Minnesota Twins"
"4849",2007-03-01,"2","Minnesota Twins"
"4850",2007-04-01,"3","Minnesota Twins"
"4851",2007-05-01,"2","Minnesota Twins"
"4852",2007-06-01,"2","Minnesota Twins"
"4853",2007-07-01,"2","Minnesota Twins"
"4854",2007-08-01,"2","Minnesota Twins"
"4855",2007-09-01,"1","Minnesota Twins"
"4856",2007-10-01,"1","Minnesota Twins"
"4857",2007-11-01,"1","Minnesota Twins"
"4858",2007-12-01,"1","Minnesota Twins"
"4859",2008-01-01,"1","Minnesota Twins"
"4860",2008-02-01,"1","Minnesota Twins"
"4861",2008-03-01,"2","Minnesota Twins"
"4862",2008-04-01,"2","Minnesota Twins"
"4863",2008-05-01,"2","Minnesota Twins"
"4864",2008-06-01,"2","Minnesota Twins"
"4865",2008-07-01,"2","Minnesota Twins"
"4866",2008-08-01,"2","Minnesota Twins"
"4867",2008-09-01,"3","Minnesota Twins"
"4868",2008-10-01,"1","Minnesota Twins"
"4869",2008-11-01,"1","Minnesota Twins"
"4870",2008-12-01,"1","Minnesota Twins"
"4871",2009-01-01,"1","Minnesota Twins"
"4872",2009-02-01,"1","Minnesota Twins"
"4873",2009-03-01,"1","Minnesota Twins"
"4874",2009-04-01,"2","Minnesota Twins"
"4875",2009-05-01,"2","Minnesota Twins"
"4876",2009-06-01,"2","Minnesota Twins"
"4877",2009-07-01,"2","Minnesota Twins"
"4878",2009-08-01,"2","Minnesota Twins"
"4879",2009-09-01,"2","Minnesota Twins"
"4880",2009-10-01,"5","Minnesota Twins"
"4881",2009-11-01,"1","Minnesota Twins"
"4882",2009-12-01,"1","Minnesota Twins"
"4883",2010-01-01,"1","Minnesota Twins"
"4884",2010-02-01,"1","Minnesota Twins"
"4885",2010-03-01,"2","Minnesota Twins"
"4886",2010-04-01,"5","Minnesota Twins"
"4887",2010-05-01,"4","Minnesota Twins"
"4888",2010-06-01,"3","Minnesota Twins"
"4889",2010-07-01,"3","Minnesota Twins"
"4890",2010-08-01,"3","Minnesota Twins"
"4891",2010-09-01,"4","Minnesota Twins"
"4892",2010-10-01,"3","Minnesota Twins"
"4893",2010-11-01,"1","Minnesota Twins"
"4894",2010-12-01,"1","Minnesota Twins"
"4895",2011-01-01,"1","Minnesota Twins"
"4896",2011-02-01,"1","Minnesota Twins"
"4897",2011-03-01,"2","Minnesota Twins"
"4898",2011-04-01,"4","Minnesota Twins"
"4899",2011-05-01,"3","Minnesota Twins"
"4900",2011-06-01,"4","Minnesota Twins"
"4901",2011-07-01,"4","Minnesota Twins"
"4902",2011-08-01,"3","Minnesota Twins"
"4903",2011-09-01,"1","Minnesota Twins"
"4904",2011-10-01,"1","Minnesota Twins"
"4905",2011-11-01,"1","Minnesota Twins"
"4906",2011-12-01,"1","Minnesota Twins"
"4907",2012-01-01,"1","Minnesota Twins"
"4908",2012-02-01,"1","Minnesota Twins"
"4909",2012-03-01,"1","Minnesota Twins"
"4910",2012-04-01,"3","Minnesota Twins"
"4911",2012-05-01,"3","Minnesota Twins"
"4912",2012-06-01,"3","Minnesota Twins"
"4913",2012-07-01,"2","Minnesota Twins"
"4914",2012-08-01,"2","Minnesota Twins"
"4915",2012-09-01,"1","Minnesota Twins"
"4916",2012-10-01,"1","Minnesota Twins"
"4917",2012-11-01,"<1","Minnesota Twins"
"4918",2012-12-01,"1","Minnesota Twins"
"4919",2013-01-01,"1","Minnesota Twins"
"4920",2013-02-01,"1","Minnesota Twins"
"4921",2013-03-01,"1","Minnesota Twins"
"4922",2013-04-01,"3","Minnesota Twins"
"4923",2013-05-01,"2","Minnesota Twins"
"4924",2013-06-01,"2","Minnesota Twins"
"4925",2013-07-01,"2","Minnesota Twins"
"4926",2013-08-01,"2","Minnesota Twins"
"4927",2013-09-01,"1","Minnesota Twins"
"4928",2013-10-01,"<1","Minnesota Twins"
"4929",2013-11-01,"<1","Minnesota Twins"
"4930",2013-12-01,"1","Minnesota Twins"
"4931",2014-01-01,"1","Minnesota Twins"
"4932",2014-02-01,"1","Minnesota Twins"
"4933",2014-03-01,"1","Minnesota Twins"
"4934",2014-04-01,"3","Minnesota Twins"
"4935",2014-05-01,"2","Minnesota Twins"
"4936",2014-06-01,"2","Minnesota Twins"
"4937",2014-07-01,"2","Minnesota Twins"
"4938",2014-08-01,"2","Minnesota Twins"
"4939",2014-09-01,"1","Minnesota Twins"
"4940",2014-10-01,"1","Minnesota Twins"
"4941",2014-11-01,"<1","Minnesota Twins"
"4942",2014-12-01,"1","Minnesota Twins"
"4943",2015-01-01,"1","Minnesota Twins"
"4944",2015-02-01,"1","Minnesota Twins"
"4945",2015-03-01,"1","Minnesota Twins"
"4946",2015-04-01,"3","Minnesota Twins"
"4947",2015-05-01,"4","Minnesota Twins"
"4948",2015-06-01,"4","Minnesota Twins"
"4949",2015-07-01,"4","Minnesota Twins"
"4950",2015-08-01,"3","Minnesota Twins"
"4951",2015-09-01,"3","Minnesota Twins"
"4952",2015-10-01,"1","Minnesota Twins"
"4953",2015-11-01,"<1","Minnesota Twins"
"4954",2015-12-01,"1","Minnesota Twins"
"4955",2016-01-01,"1","Minnesota Twins"
"4956",2016-02-01,"1","Minnesota Twins"
"4957",2016-03-01,"1","Minnesota Twins"
"4958",2016-04-01,"4","Minnesota Twins"
"4959",2016-05-01,"3","Minnesota Twins"
"4960",2016-06-01,"3","Minnesota Twins"
"4961",2016-07-01,"3","Minnesota Twins"
"4962",2016-08-01,"2","Minnesota Twins"
"4963",2016-09-01,"2","Minnesota Twins"
"4964",2016-10-01,"1","Minnesota Twins"
"4965",2016-11-01,"<1","Minnesota Twins"
"4966",2016-12-01,"<1","Minnesota Twins"
"4967",2017-01-01,"1","Minnesota Twins"
"4968",2017-02-01,"1","Minnesota Twins"
"4969",2017-03-01,"1","Minnesota Twins"
"4970",2017-04-01,"4","Minnesota Twins"
"4971",2017-05-01,"4","Minnesota Twins"
"4972",2017-06-01,"5","Minnesota Twins"
"4973",2017-07-01,"5","Minnesota Twins"
"4974",2017-08-01,"5","Minnesota Twins"
"4975",2017-09-01,"5","Minnesota Twins"
"4976",2017-10-01,"2","Minnesota Twins"
"4977",2017-11-01,"<1","Minnesota Twins"
"4978",2017-12-01,"1","Minnesota Twins"
"4979",2018-01-01,"1","Minnesota Twins"
"4980",2018-02-01,"1","Minnesota Twins"
"4981",2018-03-01,"2","Minnesota Twins"
"4982",2018-04-01,"4","Minnesota Twins"
"4983",2018-05-01,"4","Minnesota Twins"
"4984",2018-06-01,"4","Minnesota Twins"
"4985",2018-07-01,"4","Minnesota Twins"
"4986",2018-08-01,"3","Minnesota Twins"
"4987",2018-09-01,"2","Minnesota Twins"
"4988",2018-10-01,"1","Minnesota Twins"
"4989",2018-11-01,"1","Minnesota Twins"
